,id,athlete_id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,achievement_count,kudos_count,average_speed,max_speed,average_cadence,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,average_heartrate_sort,max_heartrate_sort,elev_high,elev_low,pr_count,suffer_score,date,date_sort,time,distance_f,moving_time_f,pace,start_lat,start_lng
354,4277344782,2.0,Evening run,5009.7,1299,1302,14.2,Run,13,10,3.857,5.5,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.8,15.6,6,n/a,02/11/2020,737731,19:14:08,5.01km,00:21:39,04:19/km,51.464385,-0.134842
355,4243431293,2.0,Evening run,5058.5,1307,1307,14.2,Run,10,6,3.87,5.9,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.8,15.6,3,n/a,25/10/2020,737723,18:21:17,5.06km,00:21:47,04:18/km,51.46442,-0.134758
356,4220355298,2.0,Afternoon run,5623.7,1460,1460,15.1,Run,12,7,3.852,6.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,30.1,15.0,3,n/a,20/10/2020,737718,15:55:54,5.62km,00:24:20,04:20/km,51.464341,-0.134992
357,4212656859,2.0,Afternoon run,5627.6,1490,1490,15.1,Run,15,7,3.777,6.0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,30.1,15.0,9,n/a,18/10/2020,737716,17:02:30,5.63km,00:24:50,04:25/km,51.464404,-0.134836
358,4168212563,2.0,Afternoon run,5318.0,1472,1476,10.1,Run,7,10,3.613,6.0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,30.1,19.9,0,n/a,08/10/2020,737706,17:04:25,5.32km,00:24:32,04:37/km,51.464273,-0.135287
359,4133473769,2.0,Afternoon run,5008.7,1301,1313,10.3,Run,3,8,3.85,6.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,30.1,19.5,2,n/a,30/09/2020,737698,17:32:22,5.01km,00:21:41,04:20/km,51.464448,-0.134888
360,4030903732,2.0,Evening run,5107.7,1410,1410,10.2,Run,0,9,3.622,5.9,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,30.1,19.9,0,n/a,08/09/2020,737676,18:15:44,5.11km,00:23:30,04:36/km,51.464302,-0.135118
361,4001197500,2.0,Afternoon ride,47371.7,6486,7437,482.7,Ride,26,7,7.304,13.6,n/a,135.8,n/a,n/a,881.0,0,0,n/a,n/a,0.0,0,94.5,13.5,8,n/a,02/09/2020,737670,13:50:03,47.37km,01:48:06,26.3km/h,51.014805,-0.377965
362,3968996398,2.0,Down to the seaside,74458.5,10625,12987,763.2,Ride,13,12,7.008,19.9,n/a,139.3,n/a,n/a,1480.3,0,0,n/a,n/a,0.0,0,148.1,1.4,4,n/a,26/08/2020,737663,12:54:57,74.46km,02:57:05,25.2km/h,51.014598,-0.378371
363,3941162659,2.0,Afternoon ride,34978.3,4402,4546,372.6,Ride,35,8,7.946,16.3,n/a,161.1,n/a,n/a,709.1,0,0,n/a,n/a,0.0,0,76.2,9.4,18,n/a,20/08/2020,737657,15:34:32,34.98km,01:13:22,28.6km/h,51.014746,-0.378135
364,3931946153,2.0,Evening run,7967.1,2120,2120,72.2,Run,6,8,3.758,12.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.7,27.7,3,n/a,18/08/2020,737655,18:03:00,7.97km,00:35:20,04:26/km,51.01471,-0.378038
365,3897191497,2.0,Might be too hot,8036.6,2300,2300,71.4,Run,14,9,3.494,7.0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.7,27.7,2,n/a,11/08/2020,737648,13:20:24,8.04km,00:38:20,04:46/km,51.014694,-0.377775
366,3868809324,2.0,Afternoon chill,25443.9,4048,4077,304.3,Ride,8,9,6.286,14.3,n/a,112.3,n/a,n/a,454.8,0,0,n/a,n/a,0.0,0,59.2,10.7,0,n/a,05/08/2020,737642,16:12:49,25.44km,01:07:28,22.6km/h,51.014647,-0.377983
367,3815604871,2.0,Afternoon ride,43034.6,7047,9219,428.0,Ride,18,7,6.107,14.1,n/a,109.6,n/a,n/a,772.2,0,0,n/a,n/a,0.0,0,76.7,6.7,2,n/a,26/07/2020,737632,13:38:50,43.03km,01:57:27,22.0km/h,51.014663,-0.37802
368,3796362121,2.0,Afternoon ride,43028.9,5553,5996,385.6,Ride,5,7,7.749,14.2,n/a,147.7,n/a,n/a,820.2,0,0,n/a,n/a,0.0,0,75.9,3.0,2,n/a,21/07/2020,737627,16:14:13,43.03km,01:32:33,27.9km/h,51.014683,-0.377982
369,3781090134,2.0,Cornish cruising,30917.5,6296,13038,47.1,Ride,0,7,4.911,15.0,n/a,60.6,n/a,n/a,381.3,0,0,n/a,n/a,0.0,0,24.3,4.0,0,n/a,18/07/2020,737624,12:57:54,30.92km,01:44:56,17.7km/h,50.519611,-4.839082
370,3751951871,2.0,Chilled G & D,4247.6,1128,1128,40.7,Run,4,6,3.766,5.8,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.2,21.4,1,n/a,12/07/2020,737618,16:14:26,4.25km,00:18:48,04:26/km,51.014658,-0.377896
371,3737048275,2.0,G & D push,4213.5,1036,1036,43.2,Run,6,9,4.067,6.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.2,21.4,4,n/a,09/07/2020,737615,16:53:54,4.21km,00:17:16,04:06/km,51.014649,-0.377944
372,3723230321,2.0,Evening jog,1924.0,490,512,23.0,Run,5,3,3.927,6.5,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.3,27.7,4,n/a,06/07/2020,737612,19:25:11,1.92km,00:08:10,04:15/km,51.016553,-0.389033
373,3699223357,2.0,Evening ride,41998.1,5952,6581,488.4,Ride,15,6,7.056,16.8,n/a,146.6,n/a,n/a,872.4,0,0,n/a,n/a,0.0,0,67.4,3.6,3,n/a,01/07/2020,737607,17:46:49,42.00km,01:39:12,25.4km/h,51.014681,-0.378007
374,3693440657,2.0,Afternoon run,8204.9,2217,2286,73.3,Run,8,7,3.701,6.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.7,27.7,7,n/a,30/06/2020,737606,16:45:39,8.20km,00:36:57,04:30/km,51.014625,-0.37795
375,3653488294,2.0,Bathwick loop,9022.6,2776,2848,192.5,Run,6,11,3.25,5.4,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,180.3,23.3,3,n/a,22/06/2020,737598,13:50:24,9.02km,00:46:16,05:08/km,51.384799,-2.351417
376,3643842877,2.0,Afternoon run,5191.1,1527,1554,38.6,Run,0,8,3.4,5.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,39.6,16.8,0,n/a,20/06/2020,737596,15:24:12,5.19km,00:25:27,04:54/km,51.384167,-2.351344
377,3634339098,2.0,Afternoon Run,7404.7,2740,3015,177.1,Run,0,8,2.702,5.5,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,175.5,19.3,0,n/a,18/06/2020,737594,16:32:32,7.40km,00:45:40,06:10/km,51.384577,-2.351445
378,3608556688,2.0,Afternoon ride,35405.2,4220,4259,355.8,Ride,32,6,8.39,17.1,n/a,176.2,n/a,n/a,743.6,0,0,n/a,n/a,0.0,0,85.0,13.5,15,n/a,13/06/2020,737589,15:22:47,35.41km,01:10:20,30.2km/h,51.014641,-0.37808
379,3586835859,2.0,Morning ride,45000.6,5786,6092,578.4,Ride,27,12,7.777,16.2,n/a,163.9,n/a,n/a,948.2,0,0,n/a,n/a,0.0,0,133.2,3.6,11,n/a,09/06/2020,737585,09:36:31,45.00km,01:36:26,28.0km/h,51.014645,-0.379431
380,3577065669,2.0,Morning ride,47024.1,5558,5862,463.3,Ride,36,12,8.461,15.4,n/a,176.7,n/a,n/a,982.2,0,0,n/a,n/a,0.0,0,71.4,3.0,22,n/a,07/06/2020,737583,10:56:27,47.02km,01:32:38,30.5km/h,51.014782,-0.378113
381,3568614932,2.0,Evening ride,19428.0,2432,2445,159.4,Ride,15,4,7.988,13.9,n/a,145.4,n/a,n/a,353.5,0,0,n/a,n/a,0.0,0,85.0,28.8,4,n/a,05/06/2020,737581,18:38:35,19.43km,00:40:32,28.8km/h,51.014873,-0.379349
382,3562317941,2.0,Morning ride,29985.4,4188,4576,241.3,Ride,15,9,7.16,14.7,n/a,127.7,n/a,n/a,534.7,0,0,n/a,n/a,0.0,0,76.0,16.4,7,n/a,04/06/2020,737580,11:13:56,29.99km,01:09:48,25.8km/h,51.014606,-0.378033
383,3547069266,2.0,Lunchtime ride ,34039.2,4322,5115,311.7,Ride,14,7,7.876,15.5,n/a,155.7,n/a,n/a,673.0,0,0,n/a,n/a,0.0,0,74.9,10.1,9,n/a,01/06/2020,737577,12:32:44,34.04km,01:12:02,28.4km/h,51.014723,-0.37797
384,3541949875,2.0,Quick laps,8471.5,911,911,80.0,Ride,6,9,9.299,16.5,n/a,212.3,n/a,n/a,193.4,0,0,n/a,n/a,0.0,0,51.0,21.8,2,n/a,31/05/2020,737576,14:49:34,8.47km,00:15:11,33.5km/h,51.014679,-0.378129
385,3525570859,2.0,Chilled ride,20433.0,2978,3567,128.3,Ride,13,6,6.861,13.4,n/a,112.3,n/a,n/a,334.4,0,0,n/a,n/a,0.0,0,54.2,10.1,4,n/a,28/05/2020,737573,14:20:06,20.43km,00:49:38,24.7km/h,51.014591,-0.379494
386,3509386714,2.0,Return from Steyning,26196.5,3422,3610,280.2,Ride,5,11,7.655,14.2,n/a,158.8,n/a,n/a,543.5,0,0,n/a,n/a,0.0,0,75.3,3.0,3,n/a,25/05/2020,737570,14:47:43,26.20km,00:57:02,27.6km/h,50.88809,-0.328714
387,3500091203,2.0,Evening ride,19260.5,2438,2438,159.3,Ride,14,4,7.9,16.9,n/a,146.0,n/a,n/a,355.8,0,0,n/a,n/a,0.0,0,85.0,28.8,5,n/a,23/05/2020,737568,19:22:28,19.26km,00:40:38,28.4km/h,51.014757,-0.378093
388,3489857616,2.0,End of exams cycle,36417.7,4238,4416,320.3,Ride,13,10,8.593,13.1,n/a,173.2,n/a,n/a,733.9,0,0,n/a,n/a,0.0,0,67.4,3.0,3,n/a,21/05/2020,737566,18:33:51,36.42km,01:10:38,30.9km/h,51.014667,-0.378057
389,3483413507,2.0,Evening stretch of the legs,18525.6,2106,2132,139.1,Ride,12,10,8.797,14.2,n/a,177.2,n/a,n/a,373.3,0,0,n/a,n/a,0.0,0,61.3,8.5,9,n/a,20/05/2020,737565,17:36:02,18.53km,00:35:06,31.7km/h,51.014652,-0.378173
390,3471977437,2.0,Pressing on,51795.0,6181,6851,498.4,Ride,18,11,8.38,15.7,n/a,170.1,n/a,n/a,1051.6,0,0,n/a,n/a,0.0,0,84.8,8.0,14,n/a,18/05/2020,737563,15:05:09,51.80km,01:43:01,30.2km/h,51.014677,-0.378055
391,3459172839,2.0,Morning ride,16005.0,1799,1832,138.3,Ride,4,10,8.897,14.8,n/a,184.6,n/a,n/a,332.1,0,0,n/a,n/a,0.0,0,54.7,8.5,3,n/a,16/05/2020,737561,11:25:26,16.00km,00:29:59,32.0km/h,51.01463,-0.377988
392,3439103739,2.0,Down to the Horsebridge,60175.8,8125,8698,670.8,Ride,18,8,7.406,16.7,n/a,148.0,n/a,n/a,1202.7,0,0,n/a,n/a,0.0,0,131.5,9.7,9,n/a,12/05/2020,737557,11:37:23,60.18km,02:15:25,26.7km/h,51.014644,-0.378051
393,3419442820,2.0,Afternoon ride,18309.5,2144,2157,111.4,Ride,13,3,8.54,15.8,n/a,164.9,n/a,n/a,353.5,0,0,n/a,n/a,0.0,0,60.7,10.1,7,n/a,08/05/2020,737553,16:28:02,18.31km,00:35:44,30.7km/h,51.014769,-0.378214
394,3413509667,2.0,Quick laps,8459.2,944,944,80.2,Ride,7,5,8.961,14.7,n/a,191.6,n/a,n/a,180.9,0,0,n/a,n/a,0.0,0,51.0,21.8,1,n/a,07/05/2020,737552,16:01:52,8.46km,00:15:44,32.3km/h,51.014782,-0.37796
395,3390384949,2.0,One lap,4207.7,509,509,40.3,Ride,2,1,8.267,13.6,n/a,167.2,n/a,n/a,85.1,0,0,n/a,n/a,0.0,0,51.0,21.8,1,n/a,03/05/2020,737548,12:30:18,4.21km,00:08:29,29.8km/h,51.014652,-0.377974
396,3381139342,2.0,Cranleigh ride,47933.0,6448,7929,400.1,Ride,6,4,7.434,15.6,n/a,143.5,n/a,n/a,925.2,0,0,n/a,n/a,0.0,0,85.1,19.3,0,n/a,01/05/2020,737546,16:32:40,47.93km,01:47:28,26.8km/h,51.020699,-0.374652
397,3356434270,2.0,Slow,13442.9,1932,1938,81.0,Ride,7,1,6.958,13.0,n/a,118.0,n/a,n/a,227.9,0,0,n/a,n/a,0.0,0,50.9,10.7,2,n/a,26/04/2020,737541,14:27:51,13.44km,00:32:12,25.0km/h,51.014664,-0.37796
398,3355399518,2.0,One lap,4190.5,511,511,39.4,Ride,2,0,8.201,13.2,n/a,165.1,n/a,n/a,84.3,0,0,n/a,n/a,0.0,0,50.7,21.8,1,n/a,26/04/2020,737541,11:59:26,4.19km,00:08:31,29.5km/h,51.014599,-0.378035
399,3351433699,2.0,Afternoon ride,13354.2,1783,1801,81.5,Ride,3,1,7.49,13.7,n/a,145.5,n/a,n/a,259.4,0,0,n/a,n/a,0.0,0,51.0,10.7,0,n/a,25/04/2020,737540,16:16:19,13.35km,00:29:43,27.0km/h,51.014763,-0.378371
400,3340994691,2.0,Afternoon Ride with the fam,17947.5,3593,3751,142.5,Ride,2,2,4.995,14.1,n/a,85.4,n/a,n/a,306.9,0,0,n/a,n/a,0.0,0,60.7,7.7,2,n/a,23/04/2020,737538,14:35:07,17.95km,00:59:53,18.0km/h,51.014626,-0.378079
401,3340459016,2.0,Lunchtime laps,8422.1,1026,1026,80.0,Ride,5,7,8.209,14.2,n/a,161.7,n/a,n/a,165.9,0,0,n/a,n/a,0.0,0,51.0,21.8,1,n/a,23/04/2020,737538,13:10:43,8.42km,00:17:06,29.6km/h,51.014668,-0.377921
402,3331185863,2.0,Notching up the k’s,21188.1,3854,3979,144.9,Ride,4,4,5.498,11.2,n/a,81.6,n/a,n/a,314.5,0,0,n/a,n/a,0.0,0,50.9,10.7,0,n/a,21/04/2020,737536,15:09:16,21.19km,01:04:14,19.8km/h,51.014582,-0.379373
403,3330540225,2.0,Lunchtime ride,8434.1,1120,1120,79.7,Ride,4,1,7.53,15.7,n/a,n/a,n/a,n/a,n/a,0,0,n/a,n/a,0.0,0,51.0,21.8,1,n/a,21/04/2020,737536,13:33:48,8.43km,00:18:40,27.1km/h,51.014716,-0.378057
404,3302435545,2.0,Afternoon ride,36060.7,4420,4420,256.8,Ride,1,4,8.159,19.6,n/a,n/a,n/a,n/a,n/a,0,0,n/a,n/a,0.0,0,74.4,10.7,0,n/a,15/04/2020,737530,14:25:22,36.06km,01:13:40,29.4km/h,51.014713,-0.378097
405,3279021020,2.0,Itchingfield ride,17536.2,2757,2785,146.6,Ride,2,3,6.361,16.0,n/a,n/a,n/a,n/a,n/a,0,0,n/a,n/a,0.0,0,85.1,27.2,0,49.0,10/04/2020,737525,11:11:32,17.54km,00:45:57,22.9km/h,51.014628,-0.378076
